Date,Bank_Native_Country,State,Bank_Name,Ticker,Bank_Local_Currency,Bank_Type,Bank_Product,Bank_Product_Type,Bank_Product_Name,Min_Loan_Amount,Bank_Offer_Feature,Term (Y),Interest_Type,Interest,APRC,Mortgage_Loan_Amt,Mortgage_Down_Payment,Mortgage_Category,Mortgage_Reason,Mortgage_Pymt_Mode,Fixed_Rate_Term,Bank_Product_Code
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,5 Year Fixed Rate Buy To Let ,"3,60,000",Offline,15,Variable,4.99%,5.50%,"3,60,000",20%,New Purchase,Primary Residence,Principle + Interest,5,15YMV
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,Offset 2 Year Discount (OVR Minus 2.01%) ,"3,60,000",Offline,15,Variable,2.94%,4.80%,"3,60,000",20%,New Purchase,Primary Residence,Principle + Interest,,15YMV
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,Offset Variable Investment Housing Loan Buy To Let,"3,60,000",Offline,15,Variable,5.35%,5.60%,"3,60,000",20%,New Purchase,Primary Residence,Principle + Interest,,15YMV
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,2 Year Discounted Standard Variable Rate(SVR Minus 2.81%) ,"72,000",Offline,25,Variable,2.14%,4.60%,"72,000",20%,New Purchase,Primary Residence,Principle + Interest,,25YMV
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,2 Year Discount Standard Variable Rate - Fee Offer (SVR Minus 2.31%) ,"72,000",Offline,25,Variable,2.64%,4.60%,"72,000",20%,New Purchase,Primary Residence,Principle + Interest,,25YMV
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,2 Year Fixed Rate,"72,000",Offline,25,Variable,1.89%,4.60%,"72,000",20%,New Purchase,Primary Residence,Principle + Interest,2,25YMV
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,2 Year Fixed Rate - Fee Offer,"72,000",Offline,25,Variable,2.64%,4.60%,"72,000",20%,New Purchase,Primary Residence,Principle + Interest,2,25YMV
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,2 Year Fixed Rate Buy To Let ,"72,000",Offline,25,Variable,4.79%,5.50%,"72,000",20%,New Purchase,Primary Residence,Principle + Interest,2,25YMV
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,5 Year Fixed Rate,"72,000",Offline,25,Variable,2.69%,4.20%,"72,000",20%,New Purchase,Primary Residence,Principle + Interest,5,25YMV
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,5 Year Fixed Rate - Fee Offer,"72,000",Offline,25,Variable,3.04%,4.20%,"72,000",20%,New Purchase,Primary Residence,Principle + Interest,5,25YMV
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,5 Year Fixed Rate Buy To Let ,"72,000",Offline,25,Variable,4.99%,5.50%,"72,000",20%,New Purchase,Primary Residence,Principle + Interest,5,25YMV
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,Offset 2 Year Discount (OVR Minus 2.01%) ,"72,000",Offline,25,Variable,2.94%,4.80%,"72,000",20%,New Purchase,Primary Residence,Principle + Interest,,25YMV
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,Offset Variable Investment Housing Loan Buy To Let,"72,000",Offline,25,Variable,5.35%,5.60%,"72,000",20%,New Purchase,Primary Residence,Principle + Interest,,25YMV
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,2 Year Discounted Standard Variable Rate(SVR Minus 2.81%) ,"2,16,000",Offline,25,Variable,2.14%,4.60%,"2,16,000",20%,New Purchase,Primary Residence,Principle + Interest,,25YMV
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,2 Year Discount Standard Variable Rate - Fee Offer (SVR Minus 2.31%) ,"2,16,000",Offline,25,Variable,2.64%,4.60%,"2,16,000",20%,New Purchase,Primary Residence,Principle + Interest,,25YMV
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,2 Year Fixed Rate,"2,16,000",Offline,25,Variable,1.89%,4.60%,"2,16,000",20%,New Purchase,Primary Residence,Principle + Interest,2,25YMV
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,2 Year Fixed Rate - Fee Offer,"2,16,000",Offline,25,Variable,2.64%,4.60%,"2,16,000",20%,New Purchase,Primary Residence,Principle + Interest,2,25YMV
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,2 Year Fixed Rate Buy To Let ,"2,16,000",Offline,25,Variable,4.79%,5.50%,"2,16,000",20%,New Purchase,Primary Residence,Principle + Interest,2,25YMV
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,5 Year Fixed Rate,"2,16,000",Offline,25,Variable,2.69%,4.20%,"2,16,000",20%,New Purchase,Primary Residence,Principle + Interest,5,25YMV
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,5 Year Fixed Rate - Fee Offer,"2,16,000",Offline,25,Variable,3.04%,4.20%,"2,16,000",20%,New Purchase,Primary Residence,Principle + Interest,5,25YMV
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,5 Year Fixed Rate Buy To Let ,"2,16,000",Offline,25,Variable,4.99%,5.50%,"2,16,000",20%,New Purchase,Primary Residence,Principle + Interest,5,25YMV
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,Offset 2 Year Discount (OVR Minus 2.01%) ,"2,16,000",Offline,25,Variable,2.94%,4.80%,"2,16,000",20%,New Purchase,Primary Residence,Principle + Interest,,25YMV
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,Offset Variable Investment Housing Loan Buy To Let,"2,16,000",Offline,25,Variable,5.35%,5.60%,"2,16,000",20%,New Purchase,Primary Residence,Principle + Interest,,25YMV
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,2 Year Discounted Standard Variable Rate(SVR Minus 2.81%) ,"3,60,000",Offline,25,Variable,2.14%,4.60%,"3,60,000",20%,New Purchase,Primary Residence,Principle + Interest,,25YMV
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,2 Year Discount Standard Variable Rate - Fee Offer (SVR Minus 2.31%) ,"3,60,000",Offline,25,Variable,2.64%,4.60%,"3,60,000",20%,New Purchase,Primary Residence,Principle + Interest,,25YMV
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,2 Year Fixed Rate,"3,60,000",Offline,25,Variable,1.89%,4.60%,"3,60,000",20%,New Purchase,Primary Residence,Principle + Interest,2,25YMV
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,2 Year Fixed Rate - Fee Offer,"3,60,000",Offline,25,Variable,2.64%,4.60%,"3,60,000",20%,New Purchase,Primary Residence,Principle + Interest,2,25YMV
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,2 Year Fixed Rate Buy To Let ,"3,60,000",Offline,25,Variable,4.79%,5.50%,"3,60,000",20%,New Purchase,Primary Residence,Principle + Interest,2,25YMV
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,5 Year Fixed Rate,"3,60,000",Offline,25,Variable,2.69%,4.20%,"3,60,000",20%,New Purchase,Primary Residence,Principle + Interest,5,25YMV
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,5 Year Fixed Rate - Fee Offer,"3,60,000",Offline,25,Variable,3.04%,4.20%,"3,60,000",20%,New Purchase,Primary Residence,Principle + Interest,5,25YMV
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,5 Year Fixed Rate Buy To Let ,"3,60,000",Offline,25,Variable,4.99%,5.50%,"3,60,000",20%,New Purchase,Primary Residence,Principle + Interest,5,25YMV
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,Offset 2 Year Discount (OVR Minus 2.01%) ,"3,60,000",Offline,25,Variable,2.94%,4.80%,"3,60,000",20%,New Purchase,Primary Residence,Principle + Interest,,25YMV
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,Offset Variable Investment Housing Loan Buy To Let,"3,60,000",Offline,25,Variable,5.35%,5.60%,"3,60,000",20%,New Purchase,Primary Residence,Principle + Interest,,25YMV
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,2 year Fixed LTV 75 to 80%,,Offline,10,Fixed,2.27%,3.99%,72000,20%,New Purchase,Primary Residence,Principal + Interest,2,10YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,2 year Fixed LTV 80 to 85%,,Offline,10,Fixed,2.38%,3.99%,72000,20%,New Purchase,Primary Residence,Principal + Interest,2,10YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,5 year Fixed LTV 75 to 80%,,Offline,10,Fixed,2.35%,3.99%,72000,20%,New Purchase,Primary Residence,Principal + Interest,5,10YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,5 year Fixed LTV 80 to 85%,,Offline,10,Fixed,2.46%,3.99%,72000,20%,New Purchase,Primary Residence,Principal + Interest,5,10YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,2 year Fixed LTV 75 to 80%,,Offline,15,Fixed,2.27%,3.99%,72000,20%,New Purchase,Primary Residence,Principal + Interest,2,15YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,2 year Fixed LTV 80 to 85%,,Offline,15,Fixed,2.38%,3.99%,72000,20%,New Purchase,Primary Residence,Principal + Interest,2,15YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,5 year Fixed LTV 75 to 80%,,Offline,15,Fixed,2.35%,3.99%,72000,20%,New Purchase,Primary Residence,Principal + Interest,5,15YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,5 year Fixed LTV 80 to 85%,,Offline,15,Fixed,2.46%,3.99%,72000,20%,New Purchase,Primary Residence,Principal + Interest,5,15YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,2 year Fixed LTV 75 to 80%,,Offline,25,Fixed,2.27%,3.99%,72000,20%,New Purchase,Primary Residence,Principal + Interest,2,25YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,2 year Fixed LTV 80 to 85%,,Offline,25,Fixed,2.38%,3.99%,72000,20%,New Purchase,Primary Residence,Principal + Interest,2,25YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,5 year Fixed LTV 75 to 80%,,Offline,25,Fixed,2.35%,3.99%,72000,20%,New Purchase,Primary Residence,Principal + Interest,5,25YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,5 year Fixed LTV 80 to 85%,,Offline,25,Fixed,2.46%,3.99%,72000,20%,New Purchase,Primary Residence,Principal + Interest,5,25YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,2 year Fixed LTV 75 to 80%,,Offline,30,Fixed,2.27%,3.99%,72000,20%,New Purchase,Primary Residence,Principal + Interest,2,30YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,2 year Fixed LTV 80 to 85%,,Offline,30,Fixed,2.38%,3.99%,72000,20%,New Purchase,Primary Residence,Principal + Interest,2,30YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,5 year Fixed LTV 75 to 80%,,Offline,30,Fixed,2.35%,3.99%,72000,20%,New Purchase,Primary Residence,Principal + Interest,5,30YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,5 year Fixed LTV 80 to 85%,,Offline,30,Fixed,2.46%,3.99%,72000,20%,New Purchase,Primary Residence,Principal + Interest,5,30YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,2 year Fixed LTV 75 to 80%,,Offline,10,Fixed,1.78%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,2,10YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,2 year Fixed LTV 80 to 85%,,Offline,10,Fixed,1.89%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,2,10YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,2 year Fixed LTV 75 to 80%,,Offline,10,Fixed,2.27%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,2,10YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,2 year Fixed LTV 80 to 85%,,Offline,10,Fixed,2.38%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,2,10YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,5 year Fixed LTV 75 to 80%,,Offline,10,Fixed,2.12%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,5,10YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,5 year Fixed LTV 80 to 85%,,Offline,10,Fixed,2.23%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,5,10YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,5 year Fixed LTV 75 to 80%,,Offline,10,Fixed,2.35%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,5,10YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,5 year Fixed LTV 80 to 85%,,Offline,10,Fixed,2.46%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,5,10YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,2 year Fixed LTV 75 to 80%,,Offline,15,Fixed,1.78%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,2,15YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,2 year Fixed LTV 80 to 85%,,Offline,15,Fixed,1.89%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,2,15YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,2 year Fixed LTV 75 to 80%,,Offline,15,Fixed,2.27%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,2,15YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,2 year Fixed LTV 80 to 85%,,Offline,15,Fixed,2.38%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,2,15YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,5 year Fixed LTV 75 to 80%,,Offline,15,Fixed,2.12%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,5,15YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,5 year Fixed LTV 80 to 85%,,Offline,15,Fixed,2.23%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,5,15YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,5 year Fixed LTV 75 to 80%,,Offline,15,Fixed,2.35%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,5,15YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,5 year Fixed LTV 80 to 85%,,Offline,15,Fixed,2.46%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,5,15YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,2 year Fixed LTV 75 to 80%,,Offline,25,Fixed,1.78%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,2,25YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,2 year Fixed LTV 80 to 85%,,Offline,25,Fixed,1.89%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,2,25YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,2 year Fixed LTV 75 to 80%,,Offline,25,Fixed,2.27%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,2,25YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,2 year Fixed LTV 80 to 85%,,Offline,25,Fixed,2.38%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,2,25YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,5 year Fixed LTV 75 to 80%,,Offline,25,Fixed,2.12%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,5,25YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,5 year Fixed LTV 80 to 85%,,Offline,25,Fixed,2.23%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,5,25YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,5 year Fixed LTV 75 to 80%,,Offline,25,Fixed,2.35%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,5,25YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,5 year Fixed LTV 80 to 85%,,Offline,25,Fixed,2.46%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,5,25YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,2 year Fixed LTV 75 to 80%,,Offline,30,Fixed,1.78%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,2,30YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,2 year Fixed LTV 80 to 85%,,Offline,30,Fixed,1.89%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,2,30YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,2 year Fixed LTV 75 to 80%,,Offline,30,Fixed,2.27%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,2,30YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,2 year Fixed LTV 80 to 85%,,Offline,30,Fixed,2.38%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,2,30YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,5 year Fixed LTV 75 to 80%,,Offline,30,Fixed,2.12%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,5,30YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,5 year Fixed LTV 80 to 85%,,Offline,30,Fixed,2.23%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,5,30YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,5 year Fixed LTV 75 to 80%,,Offline,30,Fixed,2.35%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,5,30YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,5 year Fixed LTV 80 to 85%,,Offline,30,Fixed,2.46%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,5,30YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,2 year Fixed LTV 75 to 80%,,Offline,10,Fixed,1.44%,3.99%,360000,20%,New Purchase,Primary Residence,Principal + Interest,2,10YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,2 year Fixed LTV 80 to 85%,,Offline,10,Fixed,1.55%,3.99%,360000,20%,New Purchase,Primary Residence,Principal + Interest,2,10YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,2 year Fixed LTV 75 to 80%,,Offline,10,Fixed,2.27%,3.99%,360000,20%,New Purchase,Primary Residence,Principal + Interest,2,10YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,2 year Fixed LTV 80 to 85%,,Offline,10,Fixed,2.38%,3.99%,360000,20%,New Purchase,Primary Residence,Principal + Interest,2,10YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,5 year Fixed LTV 75 to 80%,,Offline,10,Fixed,1.92%,3.99%,360000,20%,New Purchase,Primary Residence,Principal + Interest,5,10YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,5 year Fixed LTV 80 to 85%,,Offline,10,Fixed,2.11%,3.99%,360000,20%,New Purchase,Primary Residence,Principal + Interest,5,10YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,5 year Fixed LTV 75 to 80%,,Offline,10,Fixed,2.35%,3.99%,360000,20%,New Purchase,Primary Residence,Principal + Interest,5,10YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,5 year Fixed LTV 80 to 85%,,Offline,10,Fixed,2.46%,3.99%,360000,20%,New Purchase,Primary Residence,Principal + Interest,5,10YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,2 year Fixed LTV 75 to 80%,,Offline,15,Fixed,1.44%,3.99%,360000,20%,New Purchase,Primary Residence,Principal + Interest,2,15YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,2 year Fixed LTV 80 to 85%,,Offline,15,Fixed,1.55%,3.99%,360000,20%,New Purchase,Primary Residence,Principal + Interest,2,15YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,2 year Fixed LTV 75 to 80%,,Offline,15,Fixed,2.27%,3.99%,360000,20%,New Purchase,Primary Residence,Principal + Interest,2,15YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,2 year Fixed LTV 80 to 85%,,Offline,15,Fixed,2.38%,3.99%,360000,20%,New Purchase,Primary Residence,Principal + Interest,2,15YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,5 year Fixed LTV 75 to 80%,,Offline,15,Fixed,1.92%,3.99%,360000,20%,New Purchase,Primary Residence,Principal + Interest,5,15YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,5 year Fixed LTV 80 to 85%,,Offline,15,Fixed,2.11%,3.99%,360000,20%,New Purchase,Primary Residence,Principal + Interest,5,15YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,5 year Fixed LTV 75 to 80%,,Offline,15,Fixed,2.35%,3.99%,360000,20%,New Purchase,Primary Residence,Principal + Interest,5,15YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,5 year Fixed LTV 80 to 85%,,Offline,15,Fixed,2.46%,3.99%,360000,20%,New Purchase,Primary Residence,Principal + Interest,5,15YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,2 year Fixed LTV 75 to 80%,,Offline,25,Fixed,1.44%,3.99%,360000,20%,New Purchase,Primary Residence,Principal + Interest,2,25YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,2 year Fixed LTV 80 to 85%,,Offline,25,Fixed,1.55%,3.99%,360000,20%,New Purchase,Primary Residence,Principal + Interest,2,25YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,2 year Fixed LTV 75 to 80%,,Offline,25,Fixed,2.27%,3.99%,360000,20%,New Purchase,Primary Residence,Principal + Interest,2,25YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,2 year Fixed LTV 80 to 85%,,Offline,25,Fixed,2.38%,3.99%,360000,20%,New Purchase,Primary Residence,Principal + Interest,2,25YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,5 year Fixed LTV 75 to 80%,,Offline,25,Fixed,1.92%,3.99%,360000,20%,New Purchase,Primary Residence,Principal + Interest,5,25YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,5 year Fixed LTV 80 to 85%,,Offline,25,Fixed,2.11%,3.99%,360000,20%,New Purchase,Primary Residence,Principal + Interest,5,25YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,5 year Fixed LTV 75 to 80%,,Offline,25,Fixed,2.35%,3.99%,360000,20%,New Purchase,Primary Residence,Principal + Interest,5,25YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,5 year Fixed LTV 80 to 85%,,Offline,25,Fixed,2.46%,3.99%,360000,20%,New Purchase,Primary Residence,Principal + Interest,5,25YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,2 year Fixed LTV 75 to 80%,,Offline,30,Fixed,1.44%,3.99%,360000,20%,New Purchase,Primary Residence,Principal + Interest,2,30YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,2 year Fixed LTV 80 to 85%,,Offline,30,Fixed,1.55%,3.99%,360000,20%,New Purchase,Primary Residence,Principal + Interest,2,30YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,2 year Fixed LTV 75 to 80%,,Offline,30,Fixed,2.27%,3.99%,360000,20%,New Purchase,Primary Residence,Principal + Interest,2,30YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,2 year Fixed LTV 80 to 85%,,Offline,30,Fixed,2.38%,3.99%,360000,20%,New Purchase,Primary Residence,Principal + Interest,2,30YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,5 year Fixed LTV 75 to 80%,,Offline,30,Fixed,1.92%,3.99%,360000,20%,New Purchase,Primary Residence,Principal + Interest,5,30YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,5 year Fixed LTV 80 to 85%,,Offline,30,Fixed,2.11%,3.99%,360000,20%,New Purchase,Primary Residence,Principal + Interest,5,30YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,5 year Fixed LTV 75 to 80%,,Offline,30,Fixed,2.35%,3.99%,360000,20%,New Purchase,Primary Residence,Principal + Interest,5,30YMF
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,5 year Fixed LTV 80 to 85%,,Offline,30,Fixed,2.46%,3.99%,360000,20%,New Purchase,Primary Residence,Principal + Interest,5,30YMF
 2018-03-20,UK,London,Lloyds Bank,LLOY,GBP,Bank,Mortgages,Mortgages,2 year Fixed LTV 75 to 80%,,Offline,10,Fixed,2.84%,3.90%,72000,20%,New Purchase,Primary Residence,Principal + Interest,2,10YMF
